x,y,building_id,point_id,floor
217.03824940844245,247.80363489276635,0,0,3
210.97409120869375,259.4106617234761,0,1,6
243.9709326280661,281.2183890525132,0,2,2
243.27433657103975,285.03248764037465,0,3,3
246.30476989562123,263.7792431588967,0,4,6
226.36915076338266,247.37896002929946,0,5,4
260.97001452323235,265.29360839777337,0,6,5
264.6802980756625,274.6795619678231,0,7,2
242.74431462582987,257.79878304244227,0,8,1
263.4155767676137,274.5280724961044,0,9,4
238.9223355620957,258.5117157483538,0,10,4
239.05986684818066,266.4178618002068,0,11,4
218.42801344066993,261.53538006999236,0,12,6
255.40719906263487,265.775644295062,0,13,6
236.56064460247498,251.4695804009766,0,14,4
236.53915786505615,267.6103410700525,0,15,3
247.42234368619742,269.2705143482171,0,16,4
260.0793683522095,260.4558792750901,0,17,1
269.72956890315527,275.4364051063983,0,18,2
230.15447758484115,253.96912194757664,0,19,6
236.25509338364924,247.6386789379002,0,20,1
225.72038109507997,258.70525645460066,0,21,5
271.61158151271394,284.10474236225605,0,22,6
265.67684247549556,275.48302611180327,0,23,2
214.61128787621234,246.71689700983111,0,24,6
249.78075064204035,269.3165727641402,0,25,6
237.7135259928748,282.4378994149155,0,26,2
240.56535291320637,283.7763772043542,0,27,6
267.25625526233034,269.52821105417956,0,28,4
249.66326312465984,274.84371074211373,0,29,5
254.1500146242662,273.82404710902307,0,30,3
207.8555707732883,258.0017909562657,0,31,4
247.97852070360838,256.69823294750347,0,32,2
214.16118764848974,251.60999691788433,0,33,4
240.82423638252232,285.362819253582,0,34,2
233.41974194651795,248.92808762963764,0,35,3
248.25909875505548,279.9767852689477,0,36,1
229.06913731273258,262.113573626999,0,37,6
254.14366241965263,283.5687215329091,0,38,4
257.19858329217027,273.44827909071535,0,39,2
210.04269777914843,256.63786818751635,0,40,2
260.48908678768976,270.8823475305857,0,41,4
248.51298579736243,285.34007291844273,0,42,4
234.37848868409745,263.0392034426008,0,43,6
256.47497469673465,279.6158544710737,0,44,1
254.42955454929805,278.1803771839492,0,45,1
236.50982510133903,290.8602900607682,0,46,4
251.9557124590979,270.41694426710416,0,47,3
234.9754702121227,260.9271833082444,0,48,1
223.43196370616587,256.93795787725844,0,49,6
247.62183984532922,286.1309070969022,0,50,4
266.1886104949631,283.37841907719627,0,51,6
235.99952322835344,254.0386151095586,0,52,1
245.98058541026765,254.89176250428758,0,53,4
248.24374797930355,263.36114751870423,0,54,3
212.9249771910167,250.38957856355557,0,55,5
268.1144097371449,287.6956402943659,0,56,5
234.90412275827086,259.5948058022167,0,57,2
242.5652452640025,277.0711461835054,0,58,5
263.7124300226987,273.8587580761785,0,59,6
253.61120019608433,271.2874623352937,0,60,3
215.41249686145557,250.82417802743828,0,61,1
245.59647997627883,263.39688544908745,0,62,5
250.0498881058728,283.5960751454047,0,63,6
242.20042502416652,274.86174671564106,0,64,2
253.77283618934146,287.3652821731074,0,65,3
258.8692480174369,278.9946713796596,0,66,1
256.98097743762634,278.8106329769514,0,67,3
272.75861571480897,279.2896730621841,0,68,6
248.66037756082952,260.90299272117994,0,69,3
240.58730524022477,265.6495784074829,0,70,3
272.90420499392405,275.7903720853677,0,71,5
243.73399663337514,266.2589904076193,0,72,3
273.38012151043495,286.8505267444725,0,73,4
230.73296776500618,289.5574823532067,0,74,1
249.97303200232346,278.2231629668617,0,75,1
272.7575020418506,276.9956984607219,0,76,3
256.15431339790047,273.7987874792437,0,77,5
263.6808593599875,290.36174626261993,0,78,2
239.0808766581717,289.68708013754264,0,79,5
260.5983654107262,281.2493935552173,0,80,2
238.93749082420592,271.76343502391796,0,81,1
255.46989250996728,271.21767669142395,0,82,4
272.56460882628994,289.79285815986105,0,83,5
243.0417604023818,264.2663438764902,0,84,3
243.99113247596054,263.05468882236755,0,85,5
239.72357812118761,253.41535948940708,0,86,3
228.98011022472826,248.26130185824067,0,87,2
210.5968019161227,253.93734927822146,0,88,2
273.23118485025833,288.495699601698,0,89,2
242.352686426359,251.8119925284134,0,90,2
274.04989685715617,278.42788310153554,0,91,1
224.20451974221902,248.25337696136492,0,92,4
242.50042243333957,262.6708988604052,0,93,2
217.81716571451489,247.65948614042622,0,94,1
260.2196027657689,269.2266197528933,0,95,6
250.95416036336107,267.5725678850917,0,96,2
228.09088909283878,264.63756050031134,0,97,1
258.7051010336763,270.66564050527865,0,98,6
221.19372294643816,253.6459450891849,0,99,2
241.63989861012192,287.4301765562126,0,100,5
238.74409129161785,259.7012129574869,0,101,1
211.98518834824557,255.0893013330702,0,102,2
247.36985003748856,264.65137849226335,0,103,4
255.96823565122344,277.6459735330282,0,104,6
272.0906374454855,268.9741045860727,0,105,4
231.71192263551,279.95796717881046,0,106,1
248.4601343761376,288.33386047156336,0,107,1
226.7060459187435,263.2016050218288,0,108,2
210.367768526086,253.8583250232551,0,109,4
250.8143510796181,279.97726722897806,0,110,4
247.02339186941913,253.46664104953675,0,111,4
233.08401835256666,254.75891552265063,0,112,6
253.41831612081228,271.3147214854685,0,113,4
223.49397628334737,260.65515184503323,0,114,1
207.91505511217778,255.64603664488226,0,115,6
209.6014006679043,258.51473157687974,0,116,4
253.11620568756499,287.29777517921156,0,117,4
267.50561962179717,274.2980819140699,0,118,1
232.21469136351078,253.38081375465407,0,119,2
226.69532637370816,255.96439780129538,0,120,4
255.5860424414267,262.4557695076468,0,121,4
245.78223603073883,283.9456221644578,0,122,5
268.5109957002717,283.23537949127353,0,123,6
242.218946135467,268.2821990313607,0,124,5
226.41649883141832,242.3095902869266,0,125,6
253.06835746625674,257.4925947627876,0,126,6
249.4307579236266,259.11954636265153,0,127,2
232.28368407438228,290.88585840719236,0,128,1
260.1862425990661,264.106549013489,0,129,4
220.21492859239012,247.55043901986508,0,130,2
213.92617964647465,249.4660452022592,0,131,5
226.86333563130282,247.69364042110263,0,132,3
270.32880331455414,290.2848655883835,0,133,3
271.31583538541224,288.58297495486164,0,134,3
232.8347633822517,276.3777576257838,0,135,3
246.4777818185665,265.59728877547104,0,136,5
