x,y,building_id,point_id,floor
286.28428306977275,201.8882288897968,0,0,2
244.51281875883464,200.68963481368783,0,1,3
282.67961586929374,198.75616997649036,0,2,2
256.53206457581945,201.86454342883036,0,3,4
260.54966163822223,188.87737917830222,0,4,3
263.8429738807681,200.91700627380646,0,5,5
270.08568870794716,194.3142209648535,0,6,5
272.83934658877337,200.13298227076004,0,7,4
285.03930522196606,199.64949863928658,0,8,4
279.39962916854046,195.982191760144,0,9,5
277.21281004065503,190.9460371398141,0,10,3
265.800456115134,195.66331474986887,0,11,4
251.10757531701296,191.30565023207436,0,12,3
244.9375905216396,201.26038375479664,0,13,5
284.0102435802714,195.77012829874633,0,14,1
280.4899790558854,198.97724341513572,0,15,1
267.01239528327966,196.7426472603886,0,16,6
248.1473754066642,189.75552749549993,0,17,3
272.92506258833504,201.09052076976417,0,18,6
281.21767929912465,195.29712281313587,0,19,3
271.2694955748197,200.6304238831595,0,20,2
248.99906368642,189.9109813076892,0,21,5
261.73296926841095,202.2899219743315,0,22,1
266.55325847400815,199.6836183341572,0,23,5
244.43662070066364,193.106042318472,0,24,6
282.20516127295036,201.52608969024934,0,25,3
247.47723830260105,203.06641080094982,0,26,2
254.03585031392714,192.28589398850264,0,27,3
276.897053531702,194.9531225747451,0,28,1
267.23654330899797,202.37611809444743,0,29,2
272.1178341574693,193.0460596341692,0,30,2
284.0738352688633,201.84223661462707,0,31,6
250.967383482103,197.45175574523702,0,32,6
247.75630727211177,194.87562406255643,0,33,6
257.0615045686466,190.5875619116647,0,34,6
265.69132789995143,193.49093807095917,0,35,2
287.7965994277697,201.4593729046038,0,36,3
250.96383814370037,189.44261641037215,0,37,3
262.64483735499425,197.2387606141467,0,38,5
245.52881358950683,197.92519962618638,0,39,6
259.17886325950144,190.89416017883482,0,40,4
248.54606366849058,194.25231241412394,0,41,6
260.9713985581968,198.75928028889294,0,42,3
243.75792489260036,201.8546531628552,0,43,4
258.09058286239707,200.8181829641794,0,44,3
252.88358611924815,191.81075396570048,0,45,2
272.1148867227506,197.43457478607016,0,46,2
256.8094260835191,195.90741012866837,0,47,2
273.8909574152941,188.78914247574627,0,48,6
243.3255340032616,197.00758967954,0,49,6
241.86818799613295,193.2002479597243,0,50,5
261.3982807148814,195.97922199371754,0,51,4
247.5353034531546,191.9169602517476,0,52,5
247.50199015008815,203.66708755281218,0,53,1
241.71278960252863,202.23076609019665,0,54,6
250.79874345328614,200.35561019779115,0,55,5
244.59004515411362,196.3228232239817,0,56,5
286.56943433347965,201.29920394152026,0,57,4
259.7050231883036,188.3607594894398,0,58,5
267.57800836079673,197.90357121030448,0,59,5
275.78485369887824,190.7627938524719,0,60,2
276.757208979339,196.81779271428928,0,61,1
245.41362711842717,190.40030056195567,0,62,3
274.6859460492741,190.91142475014328,0,63,4
254.00137275278965,201.3085021217645,0,64,4
259.04938190234134,188.41962251190122,0,65,3
260.4280888804934,189.95977684821304,0,66,6
273.5079617599068,200.26615975908615,0,67,5
286.72713050103346,200.29112711418242,0,68,3
285.2453545065815,199.44663047631437,0,69,2
264.6644964641718,191.01427994140099,0,70,3
242.43957712853785,198.6342014567623,0,71,5
280.19372383146646,196.17787950678206,0,72,6
280.0708542008933,195.38062801511262,0,73,4
262.0021836333906,196.71581173494144,0,74,5
268.3483280337348,197.18346757615345,0,75,6
244.26619173822982,196.31823257956992,0,76,2
270.36368315284875,199.48192540887433,0,77,2
272.37331346278387,191.7020000060497,0,78,5
281.00255156163587,194.45587721243254,0,79,1
269.95641885523537,190.9729127552122,0,80,5
271.22239834851064,198.22582894090198,0,81,2
258.77744735012357,189.31998743889505,0,82,2
276.6283296077754,194.54547562221933,0,83,1
252.00291390222995,191.187937277165,0,84,4
264.61078328253603,202.84892477774284,0,85,1
264.40247072578313,193.12903387943837,0,86,4
281.64795654780306,200.8081718443678,0,87,3
272.2084207961893,195.94904067243667,0,88,6
240.82324573065767,193.4506654094704,0,89,3
277.77990091122604,199.8074533760332,0,90,4
259.2395336078023,194.5670891168409,0,91,6
264.11791498345104,197.55000045509541,0,92,2
276.25774179908166,198.42118384430918,0,93,5
269.4638308883897,194.08273878626426,0,94,1
261.49402971845115,193.63704711050622,0,95,1
240.10412661928424,197.89399582495466,0,96,5
241.13998378130358,191.013734021207,0,97,5
270.81003980233316,194.72451756298318,0,98,4
255.37334669721113,193.8790047876386,0,99,1
269.2408491022467,201.35027368464904,0,100,6
251.94523878403348,199.00033800259453,0,101,4
276.63522337162937,196.48936363984058,0,102,4
255.0591780564573,200.45973609586525,0,103,3
283.2434141449179,196.3414875243731,0,104,5
266.4861317389576,189.06047946213232,0,105,2
260.6130422892453,199.5643571344,0,106,2
283.8837603645329,200.52423416120058,0,107,5
241.99321805750373,189.3837430762139,0,108,5
254.23421079534134,191.89759541531538,0,109,5
284.88997672287877,200.41176197792873,0,110,3
267.7688668433152,197.56846795047747,0,111,3
249.8321524573366,189.33498661451543,0,112,6
254.45820301061718,193.2789287099375,0,113,6
258.73140466838987,195.26483358518703,0,114,5
247.5227546786649,197.19324803841616,0,115,5
271.1371067648133,200.5618928963918,0,116,4
253.86644905708786,197.36192735564327,0,117,1
268.5783159860958,194.96977270119982,0,118,2
255.84507272603122,199.10948579693257,0,119,6
254.45883887563113,197.70667753083393,0,120,6
253.83400583339332,193.00006909111215,0,121,6
258.44646444796354,197.41497339248,0,122,2
243.11395537193772,189.87434908230622,0,123,4
280.4818369835862,195.98035189436425,0,124,6
283.4439435792223,190.68405976180588,0,125,3
242.0102533869849,195.66286661148004,0,126,4
287.25749682913084,200.3722906667182,0,127,4
247.46446474449354,191.20276480159185,0,128,2
284.99592788160885,191.8760156297089,0,129,4
279.88408288084224,188.47610199438543,0,130,1
277.2744488727943,197.36850043996185,0,131,6
276.83387525510466,188.77255530445458,0,132,2
274.866657254317,192.42712379588582,0,133,2
253.51815147207722,203.25485738362548,0,134,4
248.74629152657175,198.0965689374993,0,135,1
253.57089510179892,195.29799821260434,0,136,2
256.6859383798542,202.96457657198806,0,137,1
264.45132605592465,202.5335374766012,0,138,3
279.0529645128439,191.57595551093056,0,139,2
277.0885079340684,193.73419123863835,0,140,1
252.65221631208303,194.86888576075336,0,141,1
264.7602779404511,192.01486689815624,0,142,3
280.80556084025426,196.99443100352363,0,143,5
268.32849929323663,192.85251934761726,0,144,2
285.1937323537107,202.13173823692358,0,145,3
271.51145475539784,198.06676924434387,0,146,3
278.7063701714111,200.30038641540483,0,147,2
270.1371418940108,200.40168504129497,0,148,4
267.03639452475886,201.95825266485016,0,149,2
269.17147883418187,202.66369567549472,0,150,6
249.82817484888545,203.20282865133456,0,151,6
279.3138349114516,192.6028833890887,0,152,6
269.61388384963266,202.11953784639303,0,153,3
271.85238694788916,193.18813974351733,0,154,6
253.85989636752754,200.53098179696337,0,155,1
277.39087243430026,200.8083328515594,0,156,6
249.88118644979988,198.2760073474943,0,157,1
277.4618719133963,197.98704273392974,0,158,4
282.55712174912424,197.7419375277811,0,159,5
241.0756856046288,203.06003711673026,0,160,1
279.6040454324926,195.52164179741115,0,161,3
258.7713204720021,198.19418620138856,0,162,5
260.5966551047029,189.7941358828458,0,163,2
279.4667852308856,195.4168091435394,0,164,5
246.87020545653326,191.4726906439967,0,165,2
265.8606238042321,198.3965211190071,0,166,6
254.22655111691077,191.25762703326475,0,167,1
261.71257778229693,189.85081368932848,0,168,1
280.67434726192346,197.80679997921894,0,169,4
245.8886439448785,200.2024672871797,0,170,1
268.8958129601802,195.75421230866985,0,171,3
249.91493984410255,189.3140882646618,0,172,3
260.1331413359604,196.28367310547497,0,173,6
269.75160079222667,199.72921013392468,0,174,5
255.9518504853518,188.41064079301555,0,175,6
285.9914990745557,200.46735242592422,0,176,5
255.3020531976212,195.13047479468761,0,177,1
272.18699838073553,200.91303073875628,0,178,1
284.9984665610769,199.31542929921955,0,179,1
283.7149944514391,188.59267774207794,0,180,5
276.1641433668266,188.21480608302429,0,181,1
263.2936280929889,191.62364522481516,0,182,3
247.99891029294366,193.93169995460303,0,183,6
264.6007650153622,192.39684212775387,0,184,2
283.4797893183534,202.23563055695024,0,185,4
286.647049280491,193.54892978669258,0,186,6
240.07211889087495,196.88995740183853,0,187,2
284.6076470965129,199.46145446265356,0,188,4
244.8861710642835,201.60003836985916,0,189,6
258.74950363639203,190.33164567373092,0,190,3
265.26333333814705,190.7501195040651,0,191,5
246.77029722872072,195.92009651506152,0,192,2
244.72396727234042,197.71356576184832,0,193,3
269.8362989898187,196.16371586889227,0,194,2
276.6528520492679,197.78331282703385,0,195,1
270.2610404541224,202.68170626929515,0,196,4
265.5574952066996,195.12690503983495,0,197,1
254.83143807098227,196.9291230205911,0,198,6
271.7587942271846,196.73275134417673,0,199,2
259.94074001889646,195.06885423371898,0,200,5
